timestamp,child_id,academic_score,attendance_rate,homework_completion_rate,behavior_label,environment_location,alarm_triggered,risk_score
2025-04-12 22:55:00,040,73.7,95.0,60.4,safe,hallway,False,0.09
2025-05-01 17:51:00,017,58.3,68.4,82.7,falling,playground,True,0.51
2025-03-14 16:15:00,036,74.8,85.1,56.8,falling,hallway,True,0.99
2025-04-20 20:03:00,026,79.7,63.3,64.5,safe,cafeteria,False,0.1
2025-04-07 18:18:00,036,87.2,95.2,66.6,safe,classroom,False,0.02
2025-04-23 16:10:00,018,79.7,62.1,50.2,crying,classroom,False,0.89
2025-04-13 22:54:00,031,59.6,82.2,52.3,safe,cafeteria,False,0.09
2025-05-13 17:00:00,049,67.0,91.2,65.6,jumping,hallway,False,0.81
2025-02-22 17:49:00,035,65.6,64.7,61.1,safe,playground,False,0.03
2025-03-09 01:16:00,041,83.1,76.2,55.8,crying,classroom,False,0.94
2025-05-25 22:33:00,028,83.5,61.7,57.7,pushing,hallway,False,0.79
2025-04-22 21:59:00,026,85.4,87.3,91.8,standing,hallway,False,0.87
2025-04-16 23:48:00,006,79.5,72.3,84.2,safe,classroom,False,0.02
2025-01-16 16:17:00,034,44.1,82.4,74.2,standing,classroom,False,0.81
2025-02-03 18:23:00,028,49.1,97.3,95.4,safe,playground,False,0.02
2025-05-18 19:24:00,044,72.9,72.2,51.5,safe,cafeteria,False,0.06
2025-06-16 00:56:00,047,76.5,61.9,67.2,standing,hallway,True,0.98
2025-02-28 17:52:00,009,93.8,87.0,91.2,crying,playground,False,0.91
2025-03-16 19:37:00,029,76.2,91.5,81.4,walking,classroom,True,0.9
2025-02-10 17:31:00,034,60.4,98.3,99.1,jumping,cafeteria,True,0.77
2025-05-21 19:00:00,012,84.9,66.3,97.2,running,cafeteria,True,0.73
2025-03-26 21:32:00,016,74.7,75.7,58.5,safe,hallway,False,0.07
2025-05-03 22:35:00,007,69.0,93.8,98.6,walking,cafeteria,False,0.84
2025-02-03 17:15:00,031,50.8,92.3,97.3,safe,classroom,False,0.01
2025-02-19 00:13:00,033,76.3,85.0,68.7,walking,classroom,False,0.5
2025-02-07 22:12:00,007,78.4,70.8,99.1,standing,classroom,False,0.73
2025-01-29 01:26:00,003,60.1,71.4,51.8,walking,playground,False,0.78
2025-03-26 23:13:00,020,86.2,65.0,83.0,safe,classroom,False,0.05
2025-02-19 18:12:00,005,84.8,96.9,63.3,climbing,playground,True,0.76
2025-04-05 17:07:00,003,75.7,66.9,56.5,safe,classroom,False,0.1
2025-04-02 22:12:00,047,75.2,82.9,78.9,crying,classroom,False,0.5
2025-03-08 20:31:00,038,89.2,83.4,65.3,safe,cafeteria,False,0.09
2025-03-13 00:45:00,015,80.5,74.8,83.3,safe,hallway,False,0.09
2025-06-28 00:28:00,035,64.5,74.1,77.0,safe,classroom,False,0.08
2025-06-07 22:05:00,023,72.0,86.7,69.6,crying,cafeteria,False,0.62
2025-06-14 20:02:00,033,83.4,75.5,59.1,walking,cafeteria,False,0.91
2025-02-08 16:34:00,002,44.5,70.2,80.1,safe,hallway,False,0.01
2025-03-24 23:33:00,036,61.0,76.0,91.5,crying,cafeteria,False,0.91
2025-05-13 18:39:00,021,85.2,92.3,80.0,safe,cafeteria,False,0.05
2025-05-12 19:46:00,014,93.1,98.7,80.5,safe,hallway,False,0.06
2025-06-16 20:46:00,014,90.3,85.4,75.6,crying,playground,False,0.65
2025-03-17 00:35:00,042,88.4,91.3,69.4,crying,hallway,False,0.69
2025-06-27 19:31:00,011,76.9,81.3,72.9,falling,hallway,True,0.8
2025-03-31 17:49:00,004,59.6,85.0,99.5,pushing,classroom,True,0.52
2025-05-21 21:28:00,047,72.1,99.5,87.5,safe,classroom,False,0.05
2025-04-19 23:29:00,030,45.1,77.5,71.5,safe,playground,False,0.06
2025-06-11 23:17:00,036,94.5,62.7,72.9,running,hallway,False,0.65
2025-03-17 17:50:00,020,62.7,98.3,75.0,safe,hallway,False,0.01
2025-05-08 18:34:00,016,67.0,91.7,83.0,running,playground,True,0.89
2025-05-18 01:53:00,034,90.9,75.9,73.3,crying,classroom,False,0.58
2025-03-29 00:30:00,045,50.8,99.3,84.3,running,hallway,True,0.91
2025-06-19 16:16:00,008,57.2,73.8,66.5,safe,playground,False,0.06
2025-05-05 20:29:00,045,79.0,74.9,70.5,safe,classroom,False,0.06
2025-01-30 18:19:00,020,82.8,84.4,93.2,walking,cafeteria,False,0.79
2025-06-26 00:52:00,021,73.9,71.0,66.4,standing,playground,False,0.96
2025-02-18 20:57:00,040,74.4,87.9,98.2,crying,playground,False,0.95
2025-03-15 21:10:00,030,94.0,66.1,58.6,safe,hallway,True,0.04
2025-01-22 17:37:00,036,84.5,64.3,62.1,pushing,cafeteria,True,0.83
2025-03-30 19:20:00,005,82.5,81.4,73.2,standing,classroom,False,0.84
2025-05-05 00:00:00,021,86.6,82.2,89.9,safe,cafeteria,False,0.03
2025-03-03 17:39:00,038,70.5,64.3,86.6,standing,hallway,False,0.56
2025-01-11 22:33:00,023,100.0,98.6,58.7,running,hallway,True,0.92
2025-02-07 18:00:00,019,40.4,82.9,61.8,crying,classroom,False,0.59
2025-04-25 21:49:00,010,96.9,66.0,78.8,safe,classroom,False,0.06
2025-05-11 20:18:00,027,88.5,72.5,64.8,safe,classroom,False,0.07
2025-03-08 18:04:00,035,78.7,92.0,71.1,running,hallway,True,0.63
2025-04-05 19:42:00,013,76.2,80.9,74.3,crying,classroom,False,0.99
2025-03-21 21:14:00,009,72.7,67.5,79.7,standing,classroom,False,0.82
2025-03-07 21:59:00,017,91.6,64.1,62.6,pushing,classroom,False,0.71
2025-02-10 20:56:00,031,74.4,77.2,58.2,walking,playground,False,0.94
2025-05-28 01:41:00,042,64.1,73.5,69.9,falling,classroom,False,0.63
2025-06-30 22:13:00,044,88.5,86.2,54.1,pushing,hallway,True,0.96
2025-01-04 21:20:00,045,98.8,97.0,76.3,safe,playground,False,0.0
2025-04-09 17:58:00,024,46.1,69.9,92.0,crying,hallway,False,0.89
2025-01-07 19:30:00,042,100.0,94.2,55.9,safe,cafeteria,False,0.05
2025-06-02 23:26:00,019,59.4,96.8,55.6,standing,playground,True,0.73
2025-02-15 01:49:00,049,60.6,96.1,54.0,crying,classroom,False,0.68
2025-06-14 20:26:00,030,56.3,98.1,92.4,climbing,playground,True,0.82
2025-04-13 17:40:00,005,75.0,93.7,54.0,pushing,hallway,True,0.94
2025-03-30 01:02:00,008,55.8,83.7,99.2,safe,playground,False,0.01
2025-04-04 18:49:00,037,57.6,76.4,67.9,safe,cafeteria,True,0.03
2025-03-07 20:22:00,047,64.7,79.7,66.4,climbing,classroom,True,0.98
2025-04-22 18:32:00,036,77.1,94.9,54.6,safe,classroom,False,0.07
2025-02-27 23:15:00,025,78.5,72.1,79.3,safe,cafeteria,False,0.09
2025-05-14 16:24:00,045,93.6,66.4,79.3,running,hallway,True,0.58
2025-03-07 01:20:00,049,93.3,65.6,74.7,pushing,playground,True,0.59
2025-01-26 18:09:00,005,90.4,93.1,65.6,pushing,hallway,False,0.77
2025-04-02 20:47:00,033,71.1,90.5,68.4,safe,hallway,False,0.06
2025-06-29 20:37:00,022,47.4,79.9,66.0,falling,hallway,True,0.73
2025-05-04 16:24:00,047,47.1,71.0,71.3,climbing,classroom,True,0.69
2025-03-03 20:25:00,042,90.3,87.1,67.1,crying,playground,False,0.51
2025-06-12 19:38:00,025,87.7,61.5,83.8,walking,classroom,False,0.76
2025-05-29 00:46:00,043,65.7,82.7,64.8,safe,classroom,False,0.03
2025-06-11 17:34:00,050,53.4,75.9,67.5,standing,classroom,False,0.76
2025-02-03 01:00:00,029,59.3,99.1,71.8,crying,playground,False,0.89
2025-05-31 16:23:00,045,77.6,80.3,50.2,safe,cafeteria,False,0.06
2025-05-13 18:37:00,030,77.6,82.1,74.6,pushing,classroom,False,0.68
2025-01-24 23:52:00,048,90.6,88.5,62.8,pushing,classroom,False,0.88
2025-02-23 17:55:00,030,68.2,79.4,52.8,safe,classroom,False,0.03
2025-03-12 19:25:00,044,71.3,69.0,95.6,safe,playground,False,0.09
2025-03-25 16:15:00,046,91.9,81.5,66.1,standing,playground,False,0.99
2025-04-03 16:54:00,031,43.1,97.8,71.3,pushing,hallway,False,0.8
2025-03-16 01:46:00,034,79.8,76.4,91.4,safe,classroom,False,0.02
2025-04-10 01:11:00,028,70.0,87.2,58.3,jumping,classroom,True,0.67
2025-05-25 21:08:00,010,85.7,99.1,92.5,safe,playground,False,0.04
2025-05-09 22:26:00,004,82.7,93.2,62.1,safe,playground,False,0.02
2025-03-29 21:33:00,033,64.6,86.4,79.5,pushing,classroom,True,0.67
2025-01-08 23:13:00,017,67.4,89.4,84.3,safe,cafeteria,False,0.0
2025-05-04 21:16:00,011,40.5,97.5,95.3,falling,hallway,True,0.74
2025-04-27 22:51:00,007,86.2,98.4,80.4,safe,hallway,False,0.09
2025-06-17 16:43:00,017,78.6,98.8,72.7,safe,classroom,False,0.08
2025-02-27 00:14:00,028,96.0,85.0,78.6,walking,hallway,False,0.82
2025-01-08 20:21:00,017,69.0,75.4,60.1,walking,hallway,False,0.61
2025-04-12 22:40:00,041,88.7,65.3,84.5,falling,classroom,False,0.87
2025-03-31 19:15:00,010,59.0,75.4,59.3,running,hallway,True,0.72
2025-01-23 17:45:00,026,34.4,97.7,77.9,climbing,playground,False,0.6
2025-05-30 17:09:00,006,73.6,95.6,82.4,safe,classroom,False,0.09
2025-06-01 18:34:00,017,66.5,80.9,94.9,crying,playground,False,0.66
2025-04-05 19:41:00,016,59.2,81.5,72.5,pushing,classroom,True,0.89
2025-02-05 16:35:00,039,88.5,72.4,88.8,safe,playground,False,0.04
2025-01-27 18:05:00,026,93.1,78.2,58.4,pushing,hallway,True,0.82
2025-03-05 17:54:00,004,76.6,88.6,57.8,safe,cafeteria,False,0.02
2025-04-01 19:38:00,020,72.3,76.1,76.2,crying,playground,False,0.95
2025-04-07 21:06:00,049,75.9,67.5,79.8,crying,playground,False,0.74
2025-05-22 00:37:00,041,65.2,81.6,81.6,pushing,cafeteria,False,0.85
2025-06-08 01:00:00,011,83.4,69.0,87.3,safe,cafeteria,False,0.04
2025-03-13 21:04:00,023,51.9,99.0,64.7,running,playground,True,0.7
2025-02-05 17:55:00,033,58.9,75.6,81.1,falling,playground,True,0.82
2025-01-03 17:44:00,031,63.1,96.4,59.4,walking,playground,True,0.88
2025-03-10 17:27:00,007,83.1,69.0,60.9,safe,classroom,False,0.07
2025-04-29 01:01:00,022,70.5,67.6,53.4,running,playground,True,0.89
2025-05-09 21:23:00,005,95.4,84.7,87.4,safe,playground,False,0.01
2025-03-30 16:29:00,037,87.0,91.2,75.3,safe,cafeteria,False,0.05
2025-06-06 16:49:00,001,63.0,82.7,61.9,walking,cafeteria,False,0.67
2025-04-07 01:31:00,006,84.5,69.2,77.8,crying,classroom,False,0.76
2025-02-25 23:39:00,045,68.9,61.5,67.7,climbing,classroom,True,0.98
2025-01-18 18:15:00,047,82.1,84.7,91.9,standing,hallway,False,0.76
2025-01-20 16:54:00,004,87.8,65.2,76.4,jumping,playground,False,0.6
2025-06-12 16:53:00,030,91.7,73.7,51.5,running,playground,True,0.75
2025-03-02 01:43:00,030,78.0,87.0,99.3,walking,cafeteria,False,0.55
2025-04-10 19:48:00,017,99.0,63.9,53.7,pushing,hallway,True,0.63
2025-04-16 17:01:00,024,81.6,65.1,84.8,crying,playground,False,0.65
2025-03-13 19:48:00,031,77.0,62.5,71.9,walking,hallway,True,0.8
2025-03-13 17:24:00,028,70.5,99.8,62.5,safe,classroom,False,0.09
2025-04-22 23:21:00,045,65.5,75.5,83.8,walking,playground,False,0.97
2025-06-21 21:52:00,043,81.3,96.2,56.3,pushing,playground,True,0.84
2025-02-24 22:14:00,004,76.5,71.7,92.9,running,classroom,True,0.75
2025-06-13 19:47:00,039,78.9,90.1,62.5,walking,playground,False,0.52
2025-02-07 19:49:00,019,82.2,68.8,68.1,crying,classroom,False,0.9
2025-05-06 17:35:00,024,78.8,79.9,81.6,jumping,classroom,True,0.93
2025-03-23 22:27:00,007,100.0,93.0,50.1,crying,hallway,False,0.71
2025-02-11 22:46:00,046,67.1,92.7,73.6,safe,cafeteria,False,0.01
2025-06-19 23:02:00,048,81.5,91.8,94.7,safe,cafeteria,False,0.05
2025-04-03 17:38:00,009,71.6,92.9,84.0,running,classroom,True,0.64
2025-02-05 19:17:00,022,38.1,68.5,69.4,safe,hallway,False,0.01
2025-05-02 22:41:00,002,72.1,79.3,83.0,running,classroom,False,0.82
2025-02-22 18:13:00,027,61.0,79.4,96.8,standing,hallway,False,0.93
2025-05-17 21:01:00,016,74.0,95.6,59.4,crying,hallway,False,0.56
2025-06-02 01:38:00,005,74.6,71.9,76.6,jumping,cafeteria,False,0.69
2025-04-16 20:09:00,012,80.8,97.3,61.7,standing,cafeteria,False,0.61
2025-05-13 16:34:00,026,67.0,78.0,92.7,safe,hallway,False,0.06
2025-06-17 21:50:00,015,68.9,86.8,86.1,climbing,cafeteria,True,0.63
2025-02-21 17:24:00,003,85.5,70.8,90.1,climbing,hallway,True,0.58
2025-06-03 23:11:00,009,62.9,76.4,97.2,pushing,playground,True,0.66
2025-03-23 01:45:00,028,47.4,88.4,61.6,jumping,classroom,False,0.64
2025-02-27 19:15:00,039,77.4,80.5,52.4,running,cafeteria,False,0.88
2025-05-23 17:52:00,036,91.1,97.2,64.5,standing,classroom,False,0.92
2025-04-13 00:03:00,025,85.3,89.5,70.0,pushing,cafeteria,True,0.52
2025-05-16 19:21:00,041,77.6,82.6,81.3,pushing,classroom,True,0.62
2025-03-22 23:46:00,028,93.8,95.5,89.9,running,classroom,True,0.88
2025-06-03 16:13:00,047,91.2,86.6,67.5,falling,cafeteria,False,0.77
2025-01-22 16:30:00,021,70.0,85.9,73.7,standing,cafeteria,False,0.85
2025-03-01 00:58:00,029,78.7,69.9,89.3,crying,cafeteria,False,0.58
2025-04-01 18:00:00,025,79.4,75.8,61.3,pushing,cafeteria,True,0.97
2025-02-26 00:13:00,030,73.7,87.3,60.9,jumping,hallway,True,0.55
2025-03-13 17:30:00,039,92.0,95.7,79.5,climbing,cafeteria,True,0.9
2025-02-23 21:57:00,011,72.7,72.6,71.8,standing,cafeteria,False,0.91
2025-05-09 00:08:00,019,67.5,68.6,97.4,safe,cafeteria,False,0.01
2025-01-02 18:31:00,011,36.1,83.7,67.9,walking,playground,False,0.87
2025-05-20 16:40:00,025,63.0,62.7,88.0,safe,classroom,False,0.09
2025-05-25 22:54:00,001,55.3,88.6,79.2,standing,cafeteria,False,0.8
2025-05-19 19:14:00,032,74.4,88.1,52.7,safe,cafeteria,False,0.01
2025-06-22 01:48:00,021,56.2,74.2,54.2,safe,classroom,False,0.04
2025-04-29 00:28:00,045,84.1,95.7,60.2,safe,classroom,False,0.09
2025-04-05 23:53:00,013,91.6,80.1,57.2,safe,hallway,False,0.04
2025-05-06 18:15:00,034,74.5,85.8,66.5,running,classroom,True,0.72
2025-04-02 17:44:00,017,60.2,68.4,78.9,running,classroom,True,0.98
2025-06-14 21:24:00,047,79.3,76.7,80.1,jumping,playground,True,0.78
2025-04-27 20:25:00,019,100.0,94.5,79.4,standing,hallway,False,0.82
2025-04-21 20:33:00,010,98.7,68.5,55.9,safe,playground,False,0.01
2025-06-04 22:01:00,042,53.9,75.6,80.0,running,classroom,False,0.82
2025-01-24 23:55:00,009,53.4,72.7,70.5,safe,cafeteria,False,0.09
2025-01-06 22:12:00,011,49.5,66.0,95.2,falling,hallway,False,0.9
2025-01-15 01:15:00,038,57.9,71.6,95.6,pushing,classroom,False,0.95
2025-04-10 16:18:00,031,78.8,69.3,88.4,safe,classroom,False,0.04
2025-04-20 17:45:00,002,66.6,96.9,85.2,running,cafeteria,False,0.6
2025-01-31 16:43:00,024,62.4,89.6,55.7,climbing,cafeteria,True,0.93
2025-02-05 17:58:00,042,90.6,72.6,54.2,running,cafeteria,True,0.85
2025-06-16 23:46:00,047,83.0,90.5,92.0,safe,hallway,False,0.06
2025-03-22 00:18:00,005,49.4,60.9,71.4,safe,playground,False,0.08
2025-06-07 23:52:00,050,89.7,81.1,72.6,safe,hallway,False,0.0
2025-06-02 21:39:00,030,82.6,70.0,92.4,crying,cafeteria,False,0.51
2025-03-17 16:20:00,039,82.9,64.6,81.1,standing,hallway,False,0.88
2025-01-25 18:40:00,035,66.4,95.4,59.0,running,cafeteria,False,0.75
2025-02-24 16:14:00,048,72.2,68.0,60.6,pushing,playground,False,0.65
2025-03-04 21:47:00,017,45.4,92.9,50.3,crying,hallway,True,0.94
2025-02-11 21:04:00,031,88.0,76.5,85.5,jumping,playground,True,0.53
2025-01-21 20:53:00,002,60.0,60.6,74.3,pushing,playground,True,0.83
2025-06-19 21:50:00,016,61.9,89.3,97.5,falling,cafeteria,False,0.8
2025-03-25 16:15:00,021,61.7,83.9,85.7,pushing,hallway,False,0.69
2025-02-21 01:32:00,030,100.0,73.8,55.2,standing,hallway,False,0.94
2025-04-05 00:10:00,001,65.0,71.3,58.1,falling,playground,True,0.74
2025-03-18 20:33:00,014,89.1,62.9,75.1,falling,cafeteria,True,0.73
2025-03-27 22:19:00,016,74.6,97.7,96.2,running,playground,True,0.56
2025-01-04 16:04:00,009,62.6,79.8,62.4,safe,playground,False,0.05
2025-03-16 17:34:00,049,59.8,63.4,91.3,pushing,playground,False,0.73
2025-03-27 00:31:00,008,65.6,94.7,65.6,safe,playground,False,0.06
2025-01-17 21:28:00,009,73.9,71.2,63.5,standing,hallway,False,0.84
2025-01-05 01:53:00,034,84.0,68.1,95.1,walking,classroom,False,0.91
2025-01-21 17:13:00,045,67.9,71.2,52.4,running,hallway,False,0.96
2025-02-02 01:37:00,033,67.4,82.6,83.0,walking,cafeteria,False,0.88
2025-05-15 19:03:00,022,61.8,63.0,52.2,pushing,classroom,True,0.98
2025-05-18 18:29:00,030,57.1,79.3,90.0,running,playground,False,0.84
2025-04-26 18:09:00,007,55.8,95.8,91.5,safe,hallway,False,0.05
2025-02-23 19:44:00,018,89.8,67.5,94.7,walking,classroom,False,0.89
2025-01-31 19:45:00,021,67.1,73.2,59.3,pushing,playground,False,0.55
2025-03-24 23:12:00,005,68.4,75.8,56.2,standing,hallway,False,0.65
2025-02-17 20:26:00,007,65.0,83.4,75.2,standing,classroom,False,0.6
2025-05-31 22:53:00,012,70.2,96.8,63.6,safe,hallway,False,0.09
2025-06-06 21:31:00,017,80.6,75.8,80.3,walking,classroom,True,0.73
2025-04-03 19:01:00,024,67.7,62.8,75.7,running,cafeteria,True,0.98
2025-03-21 00:02:00,037,77.7,73.9,57.2,falling,hallway,False,0.62
2025-06-19 16:17:00,044,96.3,67.6,87.0,crying,hallway,False,0.61
2025-02-01 20:25:00,019,62.7,86.1,90.2,standing,classroom,False,0.96
2025-06-27 23:03:00,045,68.4,61.2,98.2,crying,cafeteria,True,0.54
2025-01-27 16:36:00,016,84.6,71.7,69.8,safe,hallway,False,0.05
2025-01-13 17:24:00,025,97.5,81.8,66.9,jumping,cafeteria,False,0.59
2025-01-11 01:15:00,027,56.4,71.1,59.6,standing,cafeteria,False,0.8
2025-04-02 17:34:00,042,49.5,82.0,59.0,safe,hallway,False,0.03
2025-03-28 18:31:00,044,75.0,64.6,66.1,running,playground,True,0.65
2025-05-18 23:23:00,007,73.4,97.7,99.1,walking,classroom,False,0.77
2025-01-16 20:12:00,046,85.5,71.6,54.6,safe,hallway,False,0.06
2025-06-03 17:19:00,042,83.2,96.9,63.0,crying,cafeteria,True,0.69
2025-05-25 00:40:00,008,74.5,73.0,54.3,crying,classroom,False,0.76
2025-03-08 22:31:00,015,90.7,91.3,63.7,falling,hallway,False,0.74
2025-02-10 23:40:00,016,64.8,69.8,54.6,safe,classroom,False,0.01
2025-06-12 22:03:00,008,78.2,86.8,75.4,standing,classroom,False,0.88
2025-01-11 18:09:00,036,56.8,72.9,71.9,safe,cafeteria,False,0.01
2025-01-11 01:46:00,032,74.4,80.4,58.7,falling,playground,False,0.51
2025-04-10 21:12:00,017,53.1,87.0,58.7,running,playground,True,0.72
2025-05-26 19:36:00,036,58.3,83.6,81.3,climbing,classroom,True,0.66
2025-04-24 18:19:00,022,100.0,83.1,69.4,pushing,cafeteria,True,0.55
2025-02-03 21:59:00,032,47.6,62.6,52.8,safe,cafeteria,False,0.08
2025-06-16 22:11:00,011,71.8,70.0,96.0,safe,hallway,False,0.09
2025-05-16 20:10:00,045,87.4,82.9,70.2,crying,classroom,False,1.0
2025-04-28 00:29:00,006,100.0,60.7,79.6,running,hallway,False,0.61
2025-06-10 20:46:00,022,77.7,70.0,94.3,pushing,cafeteria,True,0.77
2025-05-01 23:56:00,014,78.5,69.2,70.1,walking,classroom,False,0.68
2025-03-31 21:24:00,028,75.6,70.0,91.0,falling,playground,True,0.82
2025-04-23 00:58:00,039,90.9,81.4,95.7,safe,playground,False,0.03
2025-01-27 20:26:00,012,81.5,83.3,58.7,running,hallway,True,0.92
2025-01-22 23:00:00,027,66.4,96.4,94.6,jumping,classroom,False,0.84
2025-03-22 00:51:00,001,91.7,75.4,56.0,safe,cafeteria,True,0.1
2025-03-24 20:13:00,010,68.1,97.1,63.8,crying,hallway,False,0.98
2025-06-21 21:53:00,033,51.0,86.1,90.4,safe,playground,False,0.1
2025-01-25 17:45:00,016,51.1,96.5,95.0,safe,cafeteria,False,0.05
2025-04-04 00:30:00,039,72.0,93.3,84.2,jumping,classroom,False,0.68
2025-06-04 17:47:00,006,76.5,87.5,55.2,standing,playground,False,0.66
2025-04-17 18:30:00,025,89.3,74.2,76.1,pushing,cafeteria,True,0.64
2025-03-22 18:58:00,050,84.6,69.6,78.6,safe,playground,False,0.01
2025-06-15 16:17:00,020,76.2,68.9,64.1,walking,classroom,False,0.92
2025-02-10 21:34:00,036,90.2,98.1,99.6,safe,hallway,False,0.03
2025-03-12 21:09:00,023,75.2,98.3,66.8,walking,cafeteria,False,0.53
2025-01-25 20:37:00,016,55.6,89.0,60.5,falling,cafeteria,True,0.95
2025-05-03 22:31:00,001,52.4,95.4,55.5,safe,classroom,False,0.07
2025-06-15 18:57:00,030,94.2,96.8,68.9,falling,playground,False,0.85
2025-04-18 19:43:00,027,41.3,80.5,84.6,safe,playground,False,0.05
2025-02-08 22:55:00,002,72.0,85.2,61.6,pushing,playground,True,0.57
2025-01-23 01:36:00,048,100.0,76.8,88.5,standing,cafeteria,False,0.54
2025-05-03 16:05:00,021,81.9,76.7,56.8,standing,cafeteria,False,0.6
2025-06-29 19:20:00,009,71.9,61.5,72.0,safe,playground,False,0.09
2025-03-10 17:51:00,047,49.7,77.4,85.1,safe,cafeteria,False,0.0
2025-04-22 18:29:00,024,99.3,86.9,56.8,safe,hallway,True,0.01
2025-02-18 17:06:00,048,93.2,76.9,79.9,standing,classroom,False,0.72
2025-03-09 00:34:00,041,85.3,94.9,89.9,running,classroom,True,0.55
2025-01-06 19:16:00,039,75.0,73.3,79.8,jumping,cafeteria,True,0.55
2025-01-10 17:35:00,042,83.6,65.3,75.6,standing,hallway,False,0.51
2025-03-28 21:48:00,007,72.8,92.5,91.9,safe,hallway,False,0.06
2025-02-13 01:30:00,030,60.4,87.0,99.3,safe,playground,False,0.04
2025-05-30 21:19:00,045,89.3,69.7,59.1,standing,classroom,False,0.58
2025-03-28 21:43:00,002,74.2,81.5,84.6,safe,classroom,False,0.1
2025-06-22 16:52:00,012,82.8,76.1,54.0,safe,classroom,False,0.07
2025-06-11 23:44:00,013,73.2,97.6,52.1,safe,cafeteria,False,0.09
2025-04-01 00:58:00,003,81.9,84.3,64.0,walking,hallway,False,0.51
2025-05-16 19:55:00,043,74.8,66.3,98.5,safe,playground,False,0.08
2025-04-23 22:13:00,040,73.6,80.1,77.6,crying,cafeteria,False,0.57
2025-01-04 00:57:00,043,75.4,94.5,63.4,running,playground,True,0.57
2025-03-23 17:02:00,018,100.0,86.9,56.6,falling,cafeteria,False,0.91
2025-06-14 23:58:00,039,87.0,93.7,96.0,falling,classroom,False,0.68
2025-06-03 00:00:00,044,100.0,70.0,68.1,falling,playground,False,0.56
2025-03-07 19:07:00,006,74.9,95.5,65.3,running,hallway,True,0.84
2025-03-12 21:54:00,042,70.4,90.2,92.9,safe,hallway,True,0.0
2025-03-20 01:19:00,027,58.9,89.2,80.2,walking,cafeteria,False,0.67
2025-04-04 21:02:00,015,99.0,73.9,58.4,standing,classroom,False,0.81
2025-01-23 23:04:00,015,61.4,95.5,71.1,standing,cafeteria,False,0.87
